	company.value	companyLabel.xml:lang	companyLabel.value	name.xml:lang	name.value	starttime.value	endtime.value
2395	http://www.wikidata.org/entity/Q65634841	en	General Atlantic KW	mul	General Atlantic KW B.V.	0220-01-01T00:00:00Z	
2396	http://www.wikidata.org/entity/Q65966715		Q65966715	de	Moenus Textilmaschinen AG	1997-01-01T00:00:00Z	
2397	http://www.wikidata.org/entity/Q65966715		Q65966715	de	Maschinenfabrik Moenus AG	1900-01-01T00:00:00Z	
2398	http://www.wikidata.org/entity/Q65966715		Q65966715	de	Deutsch-Amerikanische Maschinen-Gesellschaft	1892-01-01T00:00:00Z	1900-01-01T00:00:00Z
2399	http://www.wikidata.org/entity/Q65966715		Q65966715	de	Moenus AG	1979-01-01T00:00:00Z	
2400	http://www.wikidata.org/entity/Q66125156	en	Eisenbahn-Renten-Bank	de	AG für Industrie und Verwaltung	1949-01-01T00:00:00Z	
2401	http://www.wikidata.org/entity/Q66317789		Q66317789	de	Feuer-Assecuranz-Verein	1830-06-29T00:00:00Z	1909-12-31T00:00:00Z
2402	http://www.wikidata.org/entity/Q66317789		Q66317789	de	Altonaer Feuer-Versicherungs-Gesellschaft a.G.	1910-01-01T00:00:00Z	
2403	http://www.wikidata.org/entity/Q66317789		Q66317789	de	Altonaer Feuer-Versicherungs-Gesellschaft von 1830 (Zweigdirektion des Deutschen Lloyd, Versicherungs-AG)	1917-06-26T00:00:00Z	1945-01-01T00:00:00Z
2404	http://www.wikidata.org/entity/Q65247075	en	N media a.s.	cs	N media a.s.	2018-08-23T00:00:00Z	
2405	http://www.wikidata.org/entity/Q65706717	en	CPress Media	cs	CPress Media, a.s.	2008-09-01T00:00:00Z	2010-07-28T00:00:00Z
2406	http://www.wikidata.org/entity/Q65706717	en	CPress Media	cs	Computer Publishing a.s.	2010-07-28T00:00:00Z	2013-03-22T00:00:00Z
2407	http://www.wikidata.org/entity/Q65972308	en	Guano Works	de	Ohlendorff & Co.	1858-01-01T00:00:00Z	
2408	http://www.wikidata.org/entity/Q65972308	en	Guano Works	de	Guano-Werke AG (vormals Ohlendorff'sche und Merck'sche Werke)	1927-01-07T00:00:00Z	
2409	http://www.wikidata.org/entity/Q65972308	en	Guano Works	de	Anglo-Continentale (vormals Ohlendorff'sche) Guano-Werke	1883-10-22T00:00:00Z	
2410	http://www.wikidata.org/entity/Q66317579		Q66317579	de	Deutscher Lloyd Transport-Versicherungs-AG	1870-04-04T00:00:00Z	1916-12-18T00:00:00Z
2411	http://www.wikidata.org/entity/Q66133341		Q66133341	de	Heinrich Stähler, Weidenau	1872-01-01T00:00:00Z	1921-11-01T00:00:00Z
2412	http://www.wikidata.org/entity/Q66133341		Q66133341	de	Siegen-Lothringer Werke AG, vorm. Heinr. Fölzer Söhne	1899-01-01T00:00:00Z	1921-11-01T00:00:00Z
2413	http://www.wikidata.org/entity/Q66133341		Q66133341	de	Kölsch & Co. AG	1892-01-01T00:00:00Z	1921-11-01T00:00:00Z
2414	http://www.wikidata.org/entity/Q66133341		Q66133341	de	Stähler & Schnutz	1851-01-01T00:00:00Z	1872-01-01T00:00:00Z
2415	http://www.wikidata.org/entity/Q66133341		Q66133341	de	H. Fölzer Söhne	1862-01-01T00:00:00Z	1899-01-01T00:00:00Z
2416	http://www.wikidata.org/entity/Q66310867		Q66310867	de	VVB “Luft- und Kältetechnik”	1962-01-01T00:00:00Z	
2417	http://www.wikidata.org/entity/Q66310867		Q66310867	de	VEB Maschinenfabrik Mafa Halle	1946-01-01T00:00:00Z	
2418	http://www.wikidata.org/entity/Q66310867		Q66310867	de	ILKA Maschinenfabrik Halle GmbH	1990-01-01T00:00:00Z	
2419	http://www.wikidata.org/entity/Q66317143	en	Nürnberger Hypothekenbank	de	Nürnberger Hypothekenbank AG	1989-01-01T00:00:00Z	2001-01-01T00:00:00Z
2420	http://www.wikidata.org/entity/Q66317143	en	Nürnberger Hypothekenbank	de	Vereinsbank in Nürnberg	1871-01-01T00:00:00Z	1989-01-01T00:00:00Z
2421	http://www.wikidata.org/entity/Q65246060	en	VR FleetCare	fi	VR Kunnossapito Oy	2018-10-24T00:00:00Z	
2422	http://www.wikidata.org/entity/Q65246060	en	VR FleetCare	sv	VR Underhåll Ab	2019-01-24T00:00:00Z	
2423	http://www.wikidata.org/entity/Q65246060	en	VR FleetCare	en	VR FleetCare Ltd	2019-07-09T00:00:00Z	
2424	http://www.wikidata.org/entity/Q66087902	en	VEGA Carburanti	it	VEGA S.r.l.	2013-01-01T00:00:00Z	2014-01-01T00:00:00Z
2425	http://www.wikidata.org/entity/Q66087902	en	VEGA Carburanti	it	VEGA Carburanti S.p.A.	2014-01-01T00:00:00Z	
2426	http://www.wikidata.org/entity/Q67806340	en	Energo Příbram	cs	Energo Příbram, s.r.o.	2019-01-01T00:00:00Z	
2427	http://www.wikidata.org/entity/Q67806900	en	Pontex	cs	Pontex, spol. s r.o.	2019-03-08T00:00:00Z	
2428	http://www.wikidata.org/entity/Q67808911	en	Wenaas Hotel Prague	cs	Wenaas Hotel Prague s.r.o.	2018-01-01T00:00:00Z	
2429	http://www.wikidata.org/entity/Q67808911	en	Wenaas Hotel Prague	cs	ORCHID CZ s.r.o.	2003-01-01T00:00:00Z	2018-01-01T00:00:00Z
2430	http://www.wikidata.org/entity/Q67806645	en	AGIS účetnictví a daně	cs	AGIS účetnictví a daně, a.s.	2018-12-14T00:00:00Z	
2431	http://www.wikidata.org/entity/Q67806707	en	Global Energy Investments	cs	Global Energy Investments a.s.	2019-04-11T00:00:00Z	
2432	http://www.wikidata.org/entity/Q67809088	en	CN Group CZ	cs	CN Group CZ a.s.	2020-04-01T00:00:00Z	
2433	http://www.wikidata.org/entity/Q66587469	en	Nordstern Lebensversicherungs-AG	de	Nordstern Lebensversicherungsbank AG	1928-01-01T00:00:00Z	1936-01-01T00:00:00Z
2434	http://www.wikidata.org/entity/Q66587469	en	Nordstern Lebensversicherungs-AG	de	Allba Allgemeine Lebensversicherungs-Bank AG	1922-01-01T00:00:00Z	1928-01-01T00:00:00Z
2435	http://www.wikidata.org/entity/Q66587469	en	Nordstern Lebensversicherungs-AG	de	Lebens-Versicherungs-Actien-Gesellschaft Nordstern	1866-01-01T00:00:00Z	
2436	http://www.wikidata.org/entity/Q66689734	en	Hamburg-Mannheimer Versicherung	de	Hamburg-Mannheimer Versicherungs-AG	1912-04-01T00:00:00Z	2010-01-01T00:00:00Z
2437	http://www.wikidata.org/entity/Q66689734	en	Hamburg-Mannheimer Versicherung	de	Vita Versicherungs-Actien-Gesellschaft	1899-04-29T00:00:00Z	1912-01-01T00:00:00Z
2438	http://www.wikidata.org/entity/Q66715789	en	Nord-Deutsche Lebensversicherungs-AG	de	Hamburg-Mannheimer Rechtsschutzversicherungs-AG	1978-07-20T00:00:00Z	
2439	http://www.wikidata.org/entity/Q66715789	en	Nord-Deutsche Lebensversicherungs-AG	de	Nord-Deutsche und Hamburg-Bremer Versicherungs-AG	1969-01-01T00:00:00Z	
2440	http://www.wikidata.org/entity/Q66729465		Q66729465	en	British and Continental Jute and Flax Works Company Ltd.	1866-01-01T00:00:00Z	1868-01-01T00:00:00Z
2441	http://www.wikidata.org/entity/Q66729465		Q66729465	de	Braunschweigische Aktiengesellschaft für Jute- und Flachs-Industrie	1868-01-01T00:00:00Z	
2442	http://www.wikidata.org/entity/Q66501589		Q66501589	de	VEB Schuhfabrik Paul Schäfer	1952-01-01T00:00:00Z	
2443	http://www.wikidata.org/entity/Q66501589		Q66501589	de	Lingel Schuhfabrik GmbH	1990-01-01T00:00:00Z	
2444	http://www.wikidata.org/entity/Q66486375		Q66486375	de	Oechelhaeuser & Blum	1870-01-01T00:00:00Z	1872-01-01T00:00:00Z
2445	http://www.wikidata.org/entity/Q66486375		Q66486375	de	Berlin-Anhaltische Maschinenbau-Actien-Gesellschaft	1872-01-01T00:00:00Z	1924-01-01T00:00:00Z
2446	http://www.wikidata.org/entity/Q66486375		Q66486375	de	Dillinger Fabrik gelochter Bleche Franz Meguin & Co. AG	1901-01-01T00:00:00Z	1920-01-01T00:00:00Z
2447	http://www.wikidata.org/entity/Q66486375		Q66486375	de	Butzbacher Werke für Eisenverarbeitung AG	1934-01-01T00:00:00Z	
2448	http://www.wikidata.org/entity/Q66486375		Q66486375	de	Meguin Aktiengesellschaft	1920-01-01T00:00:00Z	1924-01-01T00:00:00Z
2449	http://www.wikidata.org/entity/Q67117895	en	PFNonwovens	cs	PFNonwovens a.s.	2018-06-19T00:00:00Z	
2450	http://www.wikidata.org/entity/Q67117895	en	PFNonwovens	cs	PEGAS NONWOVENS a.s.	2018-01-01T00:00:00Z	2018-06-19T00:00:00Z
2451	http://www.wikidata.org/entity/Q66605878	en	Former Landeshypothekenbank	de	Mecklenburg-Strelitzsche Hypothekenbank	1896-04-21T00:00:00Z	1934-07-06T00:00:00Z
2452	http://www.wikidata.org/entity/Q66605878	en	Former Landeshypothekenbank	de	Mecklenburgische Kredit- und Hypothekenbank	1934-07-07T00:00:00Z	1943-12-16T00:00:00Z
2453	http://www.wikidata.org/entity/Q66605878	en	Former Landeshypothekenbank	de	Mecklenburger Bank	1943-12-17T00:00:00Z	
2454	http://www.wikidata.org/entity/Q66604745	en	German Match Factories	de	Diamant Deutsche Zündholzfabrik AG	1899-01-01T00:00:00Z	
2455	http://www.wikidata.org/entity/Q66606138		Q66606138	de	VFS Vermögensverwaltung AG	1976-01-01T00:00:00Z	
2456	http://www.wikidata.org/entity/Q66606138		Q66606138	de	Vereinigten Fränkischen Schuhfabriken vorm. Max Brust vorm. B. Berneis AG	1892-01-01T00:00:00Z	
2457	http://www.wikidata.org/entity/Q66606138		Q66606138	de	Vereinigte Schuhfabriken Berneis-Wessels	1921-01-01T00:00:00Z	
2458	http://www.wikidata.org/entity/Q66606138		Q66606138	de	Vereinigte Fränkische Schuhfabriken Aktiengesellschaft	1936-11-14T00:00:00Z	
2459	http://www.wikidata.org/entity/Q66606138		Q66606138	de	Schuhfabrik B. Berneis	1875-01-01T00:00:00Z	
2460	http://www.wikidata.org/entity/Q66587235	en	Eisenwerk Wülfel	de	Hannoversche Messing- und Eisenwerke	1882-01-01T00:00:00Z	1893-01-01T00:00:00Z
2461	http://www.wikidata.org/entity/Q66481183	en	Nord-Deutsche Versicherungs-Gesellschaft	de	Nord-Deutsche Versicherungs-AG	1975-01-01T00:00:00Z	
2462	http://www.wikidata.org/entity/Q66567492		Q66567492	de	Deutsche Landesrentenbank	1939-01-01T00:00:00Z	1966-01-01T00:00:00Z
2463	http://www.wikidata.org/entity/Q66567492		Q66567492	de	Preußische Landesrentenbank	1928-01-01T00:00:00Z	1939-01-01T00:00:00Z
2464	http://www.wikidata.org/entity/Q66691790		Q66691790	de	H. F. M. Mutzenbecher	1881-01-01T00:00:00Z	
2465	http://www.wikidata.org/entity/Q66691790		Q66691790	de	Versicherungsgesellschaft „Hamburg“	1897-01-01T00:00:00Z	1930-01-01T00:00:00Z
2466	http://www.wikidata.org/entity/Q66691790		Q66691790	de	H. Mutzenbecher jr.	1893-01-01T00:00:00Z	
2467	http://www.wikidata.org/entity/Q66715656		Q66715656	de	Hamburgische Allgemeine Versorgungsanstalt von 1778 a.G.	1778-01-01T00:00:00Z	1945-01-01T00:00:00Z
2468	http://www.wikidata.org/entity/Q66715656		Q66715656	de	HANSA-Lebensversicherung auf Gegenseitigkeit	1945-01-01T00:00:00Z	1957-01-01T00:00:00Z
2469	http://www.wikidata.org/entity/Q66480889	en	Professional Wiki	de	Professional.Wiki – Jeroen De Dauw & Karsten Hoffmeyer GbR	2019-01-01T00:00:00Z	2022-12-31T00:00:00Z
2470	http://www.wikidata.org/entity/Q66480889	en	Professional Wiki	de	Professional Wiki GmbH	2023-01-01T00:00:00Z	
2471	http://www.wikidata.org/entity/Q66547431	en	Berliner Holz-Kontor	de	Berliner Holz-Comptoir	1857-01-01T00:00:00Z	1918-01-01T00:00:00Z
2472	http://www.wikidata.org/entity/Q66555223		Q66555223	de	Frankona Rückversicherungs-AG	1977-01-01T00:00:00Z	1999-01-01T00:00:00Z
2473	http://www.wikidata.org/entity/Q66555223		Q66555223	de	Frankona Rück- und Mitversicherungs-AG	1907-01-01T00:00:00Z	1977-01-01T00:00:00Z
2474	http://www.wikidata.org/entity/Q66555223		Q66555223	de	GE Frankona Rückversicherungs-AG	2000-01-01T00:00:00Z	
2475	http://www.wikidata.org/entity/Q66555223		Q66555223	de	Badische Rück- und Mitversicherungs-Gesellschaft	1886-01-01T00:00:00Z	1907-01-01T00:00:00Z
2476	http://www.wikidata.org/entity/Q66555223		Q66555223	de	ERC Frankona Rückversicherungs-AG	1999-01-01T00:00:00Z	
2477	http://www.wikidata.org/entity/Q66796984	en	Dear Villagers	en	Dear Villagers	2019-02-01T00:00:00Z	
2478	http://www.wikidata.org/entity/Q67172027	en	Schüchtermann & Kremer-Baum Aktiengesellschaft für Aufbereitung	de	Schüchtermann & Kremer	1870-01-01T00:00:00Z	1927-01-01T00:00:00Z
2479	http://www.wikidata.org/entity/Q67172027	en	Schüchtermann & Kremer-Baum Aktiengesellschaft für Aufbereitung	de	Maschinenfabrik Baum Actiengesellschaft	1905-01-01T00:00:00Z	1927-01-01T00:00:00Z
2480	http://www.wikidata.org/entity/Q67172027	en	Schüchtermann & Kremer-Baum Aktiengesellschaft für Aufbereitung	de	Maschinenfabrik Baum	1883-01-01T00:00:00Z	1905-01-01T00:00:00Z
2481	http://www.wikidata.org/entity/Q67807653	en	IP Consulting	cs	IP Consulting, a.s.	2019-01-01T00:00:00Z	
2482	http://www.wikidata.org/entity/Q67809972	en	TECHNICPARK	cs	TECHNICPARK a. s.	2019-07-01T00:00:00Z	2020-12-15T00:00:00Z
2483	http://www.wikidata.org/entity/Q67811534	en	EP Real Estate	cs	EP Real Estate, a.s.	2019-01-01T00:00:00Z	
2484	http://www.wikidata.org/entity/Q67205105		Q67205105	de	VEB Mechanische Weberei Zittau	1946-06-30T00:00:00Z	
2485	http://www.wikidata.org/entity/Q67205105		Q67205105	de	Mechanische Weberei in Zittau	1983-01-01T00:00:00Z	
2486	http://www.wikidata.org/entity/Q67205105		Q67205105	de	Mechanische Weberei AG	1919-09-15T00:00:00Z	
2487	http://www.wikidata.org/entity/Q67205105		Q67205105	de	Fränkelsche Orleans-Weberei A.-G., Zittau	1871-01-01T00:00:00Z	1883-01-01T00:00:00Z
2488	http://www.wikidata.org/entity/Q67206428	en	Allgemeine Rentenanstalt	de	Württembergische Lebensversicherung AG	1991-01-01T00:00:00Z	
2489	http://www.wikidata.org/entity/Q67206361		Q67206361	de	Württembergische Feuerversicherung AG	1923-01-01T00:00:00Z	
2490	http://www.wikidata.org/entity/Q67206361		Q67206361	de	Württembergische Feuerversicherung auf Gegenseitigkeit in Stuttgart	1914-01-01T00:00:00Z	1923-01-01T00:00:00Z
2491	http://www.wikidata.org/entity/Q67206792		Q67206792	de	Finanzbank AG	1922-01-01T00:00:00Z	
2492	http://www.wikidata.org/entity/Q67186195	en	Portland-Cementfabrik Germania	de	Germania Zementwerke AG	1965-01-01T00:00:00Z	
2493	http://www.wikidata.org/entity/Q67186195	en	Portland-Cementfabrik Germania	de	"Portland-Cementfabrik ""Germania"" H. Manske & Co."	1881-01-01T00:00:00Z	
2494	http://www.wikidata.org/entity/Q67605362	en	La Valle, Inc.	en	LaValle, Inc.	1929-01-01T00:00:00Z	
2495	http://www.wikidata.org/entity/Q67172027	en	Schüchtermann & Kremer-Baum Aktiengesellschaft für Aufbereitung	de	Gewerkschaft Schüchtermann & Kremer	1870-01-01T00:00:00Z	1927-01-01T00:00:00Z
2496	http://www.wikidata.org/entity/Q67187025	en	R. Stock AG	de	R. Stock & Co G.m.b.H. Spiralbohrerfabrik	1895-01-01T00:00:00Z	1907-01-01T00:00:00Z
2497	http://www.wikidata.org/entity/Q67187025	en	R. Stock AG	de	R. Stock AG	1968-01-01T00:00:00Z	
2498	http://www.wikidata.org/entity/Q67187577		Q67187577	de	Norddeutsche Portland-Cementfabriken AG	1950-01-01T00:00:00Z	1964-01-01T00:00:00Z
2499	http://www.wikidata.org/entity/Q67187577		Q67187577	de	Nordcement AG	1964-01-01T00:00:00Z	1997-01-01T00:00:00Z
2500	http://www.wikidata.org/entity/Q67195857	en	Breitenburger Portland-Cement-Fabrik	de	Alsen-Breitenburger Zement- und Kalkwerke GmbH	1972-01-01T00:00:00Z	
2501	http://www.wikidata.org/entity/Q67218668	en	James Lock & Co. Ltd	en	James Lock and Company Ltd	1928-02-11T00:00:00Z	
2502	http://www.wikidata.org/entity/Q67221891	en	Trifari	en	Trifari, Krussman and Fishel	1925-01-01T00:00:00Z	
2503	http://www.wikidata.org/entity/Q67809972	en	TECHNICPARK	cs	NYCOM a. s.	1994-04-22T00:00:00Z	2019-07-01T00:00:00Z
2504	http://www.wikidata.org/entity/Q67809972	en	TECHNICPARK	cs	TECHNICPARK a.s.	2020-12-15T00:00:00Z	
2505	http://www.wikidata.org/entity/Q64521885	en	Kamerun-Eisenbahn-Gesellschaft	de	Kamerun-Eisenbahn-Gesellschaft, Auslandsgeschäfte und Unternehmensbeteiligungen - Wagner Computer	1973-01-01T00:00:00Z	
2506	http://www.wikidata.org/entity/Q64944725	en	Victor	en	Victor	2010-01-01T00:00:00Z	
2507	http://www.wikidata.org/entity/Q65244730	en	Finnish Minerals Group	en	Terrafame Group Ltd.	2015-08-14T00:00:00Z	2018-06-08T00:00:00Z
2508	http://www.wikidata.org/entity/Q65244730	en	Finnish Minerals Group	sv	Terrafame Group Ab	2015-08-14T00:00:00Z	2018-06-08T00:00:00Z
2509	http://www.wikidata.org/entity/Q65244730	en	Finnish Minerals Group	fi	Suomen Malmijalostus Oy	2018-06-08T00:00:00Z	
2510	http://www.wikidata.org/entity/Q65244730	en	Finnish Minerals Group	fi	Terrafame Group Oy	2015-08-14T00:00:00Z	2018-06-08T00:00:00Z
2511	http://www.wikidata.org/entity/Q65244730	en	Finnish Minerals Group	sv	Finlands Malmförädling Ab	2018-06-08T00:00:00Z	
2512	http://www.wikidata.org/entity/Q65233954	en	Agilia	nb	Agilia AS	2020-12-01T00:00:00Z	
2513	http://www.wikidata.org/entity/Q64355210	en	Cheney Brothers	en	Mount Nebo Silk Manufacturing Company	1838-01-01T00:00:00Z	
2514	http://www.wikidata.org/entity/Q64355210	en	Cheney Brothers	en	Cheney Brothers Silk Manufacturing Company	1854-01-01T00:00:00Z	
2515	http://www.wikidata.org/entity/Q65231751	en	Fimlab	fi	Sairaanhoitopiirien Laboratoriot Oy	2011-03-07T00:00:00Z	2011-05-23T00:00:00Z
2516	http://www.wikidata.org/entity/Q65231751	en	Fimlab	fi	Fimlab Laboratoriot Oy	2011-05-24T00:00:00Z	
2517	http://www.wikidata.org/entity/Q64833663	en	Lucile	en	Lucile Ltd.	1903-01-01T00:00:00Z	
2518	http://www.wikidata.org/entity/Q65047600	en	999 Group	zh-cn	三九企业集团（深圳南方制药厂）	1993-01-01T00:00:00Z	
2519	http://www.wikidata.org/entity/Q65047600	en	999 Group	zh-cn	深圳南方制药厂	1985-01-01T00:00:00Z	1993-01-01T00:00:00Z
2520	http://www.wikidata.org/entity/Q65245089	en	Säkkiväline	fi	Säkkiväline Oy	1967-06-09T00:00:00Z	2002-04-01T00:00:00Z
2521	http://www.wikidata.org/entity/Q67808613	en	Cleverlance Group	cs	Cleverlance Group a.s.	2019-01-01T00:00:00Z	
2522	http://www.wikidata.org/entity/Q67812476	en	Nemocnice Plzeňského kraje	cs	Nemocnice Plzeňského kraje, a.s.	2017-07-01T00:00:00Z	
2523	http://www.wikidata.org/entity/Q68293085	en	Sappi Alfeld GmbH	de	Sappi Alfeld GmbH	1998-01-01T00:00:00Z	
2524	http://www.wikidata.org/entity/Q68212701	en	German Asphalt	de	DASAG Deutsche Naturasphalt der Limmer und Vorwohler Grubenfelder	1959-01-01T00:00:00Z	
2525	http://www.wikidata.org/entity/Q68170111	en	Brauerei J. G. Reif AG	de	G. N. Kurz'sche Brauerei	1520-01-01T00:00:00Z	
2526	http://www.wikidata.org/entity/Q68170111	en	Brauerei J. G. Reif AG	de	G. N. Kurz'sche Brauerei J. G. Reif	1900-01-01T00:00:00Z	
2527	http://www.wikidata.org/entity/Q68219921	en	United Limmer and Vorwohle Rock Asphalt Co., Ltd.	de	D. H. Henning und August Egestorff	1864-01-01T00:00:00Z	1871-01-01T00:00:00Z
2528	http://www.wikidata.org/entity/Q68157334		Q68157334	de	Brauhaus Nürnberg J. G. Reif AG	1931-01-01T00:00:00Z	1965-01-01T00:00:00Z
2529	http://www.wikidata.org/entity/Q68285030	en	Motivate Consulting	cs	Motivate s.r.o.	2013-08-14T00:00:00Z	
2530	http://www.wikidata.org/entity/Q68317746	en	Ringier ČR	cs	CZECH NEWS CENTER a.s.	2014-06-06T00:00:00Z	2014-08-18T00:00:00Z
2531	http://www.wikidata.org/entity/Q68317746	en	Ringier ČR	cs	Ringier Axel Springer CZ a.s.	2010-11-02T00:00:00Z	2014-06-06T00:00:00Z
2532	http://www.wikidata.org/entity/Q68317746	en	Ringier ČR	cs	RINGIER ČR a.s.	1993-03-10T00:00:00Z	2010-11-02T00:00:00Z
2533	http://www.wikidata.org/entity/Q68124416	en	Kaprain Financial Holding	en	KAPRAIN FINANCIAL HOLDING LIMITED	2016-06-30T00:00:00Z	
2534	http://www.wikidata.org/entity/Q77877633	en	thyssenkrupp rothe erde Slovakia	sk	thyssenkrupp rothe erde Slovakia, a.s.	2019-01-01T00:00:00Z	
2535	http://www.wikidata.org/entity/Q77877633	en	thyssenkrupp rothe erde Slovakia	sk	PSL, a.s.	1998-08-31T00:00:00Z	2018-12-31T00:00:00Z
2536	http://www.wikidata.org/entity/Q75704087	en	Å Energi Vannkraft	nb	AGDER ENERGI VANNKRAFT AS	2012-10-22T00:00:00Z	2023-01-17T00:00:00Z
2537	http://www.wikidata.org/entity/Q75704087	en	Å Energi Vannkraft	nb	AGDER ENERGI PRODUKSJON AS	2001-02-01T00:00:00Z	2012-10-22T00:00:00Z
2538	http://www.wikidata.org/entity/Q76206398	en	Eviny Fornybar	mul	Eviny Fornybar	2022-01-01T00:00:00Z	
2539	http://www.wikidata.org/entity/Q76213370	en	Kuoni Travel (Hong Kong, old legal person)	en-gb	Kuoni Travel (China) Limited	2005-03-29T00:00:00Z	2016-10-03T00:00:00Z
2540	http://www.wikidata.org/entity/Q76213370	en	Kuoni Travel (Hong Kong, old legal person)	zh-hk	圜旅有限公司	2016-10-03T00:00:00Z	2016-10-13T00:00:00Z
2541	http://www.wikidata.org/entity/Q76213370	en	Kuoni Travel (Hong Kong, old legal person)	zh-hk	鐵行旅遊有限公司	1987-09-11T00:00:00Z	2005-03-29T00:00:00Z
2542	http://www.wikidata.org/entity/Q76213370	en	Kuoni Travel (Hong Kong, old legal person)	en-gb	P&O Travel Limited	1978-11-24T00:00:00Z	2005-03-29T00:00:00Z
2543	http://www.wikidata.org/entity/Q76213370	en	Kuoni Travel (Hong Kong, old legal person)	zh-hk	瑞士旅業有限公司	2005-04-26T00:00:00Z	2016-10-03T00:00:00Z
2544	http://www.wikidata.org/entity/Q76213370	en	Kuoni Travel (Hong Kong, old legal person)	en-gb	Travel Circle International Services Limited	2016-10-03T00:00:00Z	2016-12-13T00:00:00Z
2545	http://www.wikidata.org/entity/Q76213370	en	Kuoni Travel (Hong Kong, old legal person)	zh-hk	瑞士旅業（中國）有限公司	2005-03-29T00:00:00Z	2005-04-26T00:00:00Z
2546	http://www.wikidata.org/entity/Q75704087	en	Å Energi Vannkraft	nb	Å Energi Vannkraft	2023-01-17T00:00:00Z	
2547	http://www.wikidata.org/entity/Q67814851	en	DrugAgency	cs	INFOPHARM, a.s.	2001-01-16T00:00:00Z	2016-10-17T00:00:00Z
2548	http://www.wikidata.org/entity/Q67814851	en	DrugAgency	cs	DrugAgency, a.s.	2016-10-17T00:00:00Z	
2549	http://www.wikidata.org/entity/Q78038416	en	Allgemeine Deutsche Kleinbahn-Gesellschaft AG	de	Allgemeine Deutsche Kleinbahn-Gesellschaft, Actiengesellschaft zu Berlin	1893-01-04T00:00:00Z	1923-06-28T00:00:00Z
2550	http://www.wikidata.org/entity/Q78038416	en	Allgemeine Deutsche Kleinbahn-Gesellschaft AG	de	Allgemeine Deutsche Eisenbahn-AG	1923-06-28T00:00:00Z	1927-04-28T00:00:00Z
2551	http://www.wikidata.org/entity/Q78155716	en	TESLA Holding a.s.	cs	TESLA Holding a.s.	2009-05-31T00:00:00Z	
2552	http://www.wikidata.org/entity/Q78155716	en	TESLA Holding a.s.	cs	TESLA Holding s.r.o.	2008-08-01T00:00:00Z	2009-05-31T00:00:00Z
2553	http://www.wikidata.org/entity/Q78155716	en	TESLA Holding a.s.	cs	Kideva s.r.o.	2007-06-06T00:00:00Z	2008-08-01T00:00:00Z
2554	http://www.wikidata.org/entity/Q80063509	en	Praga Real Vysočany	cs	PRAG REAL Vysočany a.s.	1999-01-01T00:00:00Z	2021-01-01T00:00:00Z
2555	http://www.wikidata.org/entity/Q77954859	en	Vy Tog	nb	NSB Anbud AS	2016-06-06T00:00:00Z	2019-04-01T00:00:00Z
2556	http://www.wikidata.org/entity/Q77954859	en	Vy Tog	nb	Vy Tog AS	2019-04-01T00:00:00Z	
2557	http://www.wikidata.org/entity/Q80060885	en	Praga Hostivař	cs	Vojes a.s. v likvidaci	2014-01-01T00:00:00Z	2018-01-01T00:00:00Z
2558	http://www.wikidata.org/entity/Q79098439		Q79098439	de	Aschersleben-Schneidlingen-Nienhagener Eisenbahn AG	1928-05-22T00:00:00Z	
2559	http://www.wikidata.org/entity/Q79098439		Q79098439	de	Aschersleben-Schneidlingen-Nienhagener Kleinbahn AG	1895-01-01T00:00:00Z	1928-01-01T00:00:00Z
2560	http://www.wikidata.org/entity/Q80060885	en	Praga Hostivař	cs	Vojes a.s.	2011-01-01T00:00:00Z	2014-01-01T00:00:00Z
2561	http://www.wikidata.org/entity/Q80060885	en	Praga Hostivař	cs	PRAGA Hostivař a.s.	1998-01-01T00:00:00Z	2011-01-01T00:00:00Z
2562	http://www.wikidata.org/entity/Q80060885	en	Praga Hostivař	cs	TECHNOMETRA Praha a.s.	1994-01-01T00:00:00Z	1998-01-01T00:00:00Z
2563	http://www.wikidata.org/entity/Q80063509	en	Praga Real Vysočany	cs	PRAGA a.s.	1992-01-01T00:00:00Z	1999-01-01T00:00:00Z
2564	http://www.wikidata.org/entity/Q69814601	en	Dioptra Turnov	cs	Dioptra Turnov s.r.o.	2017-06-19T00:00:00Z	
2565	http://www.wikidata.org/entity/Q69814601	en	Dioptra Turnov	cs	Dioptra, a.s. Turnov	1993-07-01T00:00:00Z	2017-06-19T00:00:00Z
2566	http://www.wikidata.org/entity/Q68318415	en	Ringier Print	cs	Ringier Print s.r.o.	2001-01-01T00:00:00Z	
2567	http://www.wikidata.org/entity/Q69032805	en	Allgemeine Baugesellschaft Lenz & Co.	de	Allgemeine Baugesellschaft Lenz & Co. (Kolonial-Gesellschaft)	1927-01-01T00:00:00Z	1947-01-01T00:00:00Z
2568	http://www.wikidata.org/entity/Q69032805	en	Allgemeine Baugesellschaft Lenz & Co.	de	Allgemeine Baugesellschaft Lenz & Co. AG	1947-01-01T00:00:00Z	1952-01-01T00:00:00Z
2569	http://www.wikidata.org/entity/Q69032805	en	Allgemeine Baugesellschaft Lenz & Co.	de	Lenz-Bau AG	1952-01-01T00:00:00Z	1976-01-01T00:00:00Z
2570	http://www.wikidata.org/entity/Q68557515	en	Hubertus Braunkohlen-Aktiengesellschaft	de	Erft-Bergbau	1939-01-01T00:00:00Z	
2571	http://www.wikidata.org/entity/Q70454681	en	Enern Miton E-com Holding	cs	Enern Miton E-com Holding s.r.o.	2020-01-01T00:00:00Z	
